id_consumo,id_reserva,punto_venta,monto_neto,fecha_consumo
500112,100053,Spa,31.497389166990267,2021-01-06
500113,100053,Parking,12.765446168544958,2021-01-06
500114,100054,Parking,57.298665801314456,2021-01-06
500115,100054,Bar,45.80900015279457,2021-01-06
500116,100054,Restaurante,65.05641152582245,2021-01-06
500117,100055,Spa,58.19830100174754,2021-01-07
500118,100056,Restaurante,83.78939181335029,2021-01-07
500119,100057,Restaurante,66.84200564689445,2021-01-07
500120,100058,Parking,82.32507486604165,2021-01-07
500121,100058,Parking,36.31126817936364,2021-01-07
500122,100059,Parking,17.220570644593515,2021-01-07
500123,100059,Restaurante,56.41624939729329,2021-01-07
500124,100060,Parking,33.37399936596971,2021-01-07
500125,100060,Restaurante,55.17083623623982,2021-01-07
500126,100061,Restaurante,28.00443098317374,2021-01-07
500127,100061,Restaurante,64.82573914416923,2021-01-07
500128,100062,Spa,18.087212620004216,2021-01-07
500129,100062,Spa,36.58340644367374,2021-01-07
500130,100062,Parking,25.245921306934655,2021-01-07
500131,100063,Spa,55.846168257787326,2021-01-07
500132,100063,Spa,58.91006696877034,2021-01-07
500133,100063,Spa,64.76419779072552,2021-01-07
500134,100064,Spa,55.373364075548466,2021-01-07
500135,100064,Restaurante,95.02631112555336,2021-01-07
500136,100064,Bar,34.26725486950084,2021-01-07
500137,100065,Spa,10.657943978944669,2021-01-08
500138,100065,Bar,32.129882782604,2021-01-08
500139,100066,Restaurante,63.6738955923931,2021-01-08
500140,100066,Bar,49.57916534993292,2021-01-08
500141,100067,Restaurante,23.95842456439021,2021-01-08
500142,100068,Bar,60.89249183952253,2021-01-08
500143,100069,Bar,99.35728976661667,2021-01-08
500144,100069,Spa,75.93780181982689,2021-01-08
500145,100070,Bar,42.32553855033702,2021-01-08
500146,100070,Restaurante,18.234342760682125,2021-01-08
500147,100071,Restaurante,81.81789214043673,2021-01-08
500148,100071,Parking,80.14269385429465,2021-01-08
500149,100071,Parking,39.97672116626776,2021-01-08
500150,100072,Spa,49.33802081254338,2021-01-08
500151,100073,Parking,15.823377715586606,2021-01-08
500152,100073,Spa,54.07210379447934,2021-01-08
500153,100074,Parking,57.7369619177863,2021-01-08
500154,100074,Parking,98.66136013085118,2021-01-08
500155,100075,Spa,22.21697660066547,2021-01-09
500156,100075,Bar,99.09308281786556,2021-01-09
500157,100076,Restaurante,53.343014959708995,2021-01-09
500158,100076,Restaurante,77.51496847388117,2021-01-09
500159,100076,Restaurante,49.49630287402275,2021-01-09
500160,100077,Spa,47.740299165886306,2021-01-09
500161,100077,Restaurante,98.42408486146556,2021-01-09
500162,100077,Bar,57.600456987865904,2021-01-09
500163,100078,Spa,67.81815762159754,2021-01-09
500164,100078,Parking,30.699065196230077,2021-01-09
500165,100079,Parking,28.488093093573646,2021-01-09
500166,100079,Restaurante,39.30818429687079,2021-01-09
500167,100080,Bar,77.23486738803945,2021-01-09
500168,100081,Bar,86.54559439403758,2021-01-09
500169,100081,Restaurante,44.78410954526632,2021-01-09
500170,100082,Spa,67.14226397238791,2021-01-09
500171,100083,Restaurante,53.27315103670894,2021-01-10
500172,100083,Restaurante,86.73690094943859,2021-01-10
500173,100083,Spa,91.2053413396561,2021-01-10
500174,100084,Bar,22.48652683987703,2021-01-10
500175,100084,Spa,60.508508778898246,2021-01-10
500176,100084,Spa,14.322284883992182,2021-01-10
500177,100085,Bar,91.61309350868035,2021-01-10
500178,100085,Bar,67.88453060470076,2021-01-10
500179,100085,Parking,31.16244772177933,2021-01-10
500180,100086,Restaurante,64.16262030689845,2021-01-10
500181,100087,Bar,40.18368563915725,2021-01-10
500182,100088,Spa,13.690421982530422,2021-01-10
500183,100088,Restaurante,72.1650604806072,2021-01-10
500184,100088,Parking,57.503727210206534,2021-01-10
500185,100089,Restaurante,90.89299837246794,2021-01-10
500186,100089,Parking,71.23794637830832,2021-01-10
500187,100089,Restaurante,93.44653919914128,2021-01-10
500188,100090,Spa,15.119869452053416,2021-01-10
500189,100090,Restaurante,97.20466394568398,2021-01-10
500190,100091,Restaurante,24.696251379780314,2021-01-10
500191,100091,Parking,42.61695776319715,2021-01-10
500192,100092,Restaurante,20.462117742094417,2021-01-11
500193,100092,Spa,83.25593054215507,2021-01-11
500194,100093,Restaurante,76.40359548282514,2021-01-11
500195,100094,Bar,43.20229360182581,2021-01-11
500196,100095,Spa,93.90363861187352,2021-01-11
500197,100096,Bar,25.21012117838528,2021-01-11
500198,100096,Bar,54.7189652518116,2021-01-11
500199,100097,Restaurante,87.15159240393945,2021-01-11
500200,100097,Parking,35.085430605441175,2021-01-11
500201,100098,Restaurante,74.78085362214561,2021-01-11
500202,100098,Restaurante,15.518888455156103,2021-01-11
500203,100098,Parking,37.215866784608,2021-01-11
500204,100099,Spa,92.70412687994475,2021-01-11
500205,100099,Restaurante,13.877287300533233,2021-01-11
500206,100100,Restaurante,89.03860068041591,2021-01-11
500207,100101,Spa,88.35407583181406,2021-01-12
500208,100102,Restaurante,89.6575707436102,2021-01-12
500209,100102,Parking,97.22048778466647,2021-01-12
500210,100103,Bar,89.03050498951139,2021-01-12
500211,100103,Spa,15.671385162352944,2021-01-12
500212,100104,Bar,24.196930559697453,2021-01-12
500213,100104,Spa,79.71042249231286,2021-01-12
500214,100105,Parking,76.10431605499458,2021-01-12
500215,100105,Bar,85.43728313052256,2021-01-12
500216,100105,Spa,36.01447596512013,2021-01-12
500217,100106,Restaurante,26.802486771527086,2021-01-12
500218,100107,Parking,65.29902893515857,2021-01-12
500219,100108,Restaurante,50.60721524984557,2021-01-13
500220,100108,Restaurante,82.21625035497884,2021-01-13
500221,100109,Spa,33.732842990596026,2021-01-13
500222,100109,Restaurante,34.31323724446986,2021-01-13
500223,100109,Restaurante,76.4701336570201,2021-01-13
500224,100110,Bar,20.78005418952049,2021-01-13
500225,100110,Restaurante,78.70056724299491,2021-01-13
500226,100111,Parking,46.09088377956701,2021-01-13
500227,100111,Parking,33.26773251409508,2021-01-13
500228,100112,Spa,11.182003633894036,2021-01-13
500229,100112,Spa,40.53813365737723,2021-01-13
500230,100112,Bar,17.0184549690985,2021-01-13
500231,100113,Parking,31.81580886267001,2021-01-13
500232,100113,Bar,53.86700601012612,2021-01-13
500233,100113,Spa,52.04107834238255,2021-01-13
500234,100114,Spa,32.96002484497945,2021-01-13
500235,100114,Spa,97.43293632432464,2021-01-13
500236,100114,Spa,66.80232065870187,2021-01-13
500237,100115,Spa,34.052227756394714,2021-01-13
500238,100116,Bar,50.49062703892841,2021-01-13
500239,100117,Parking,81.6654194465556,2021-01-14
500240,100117,Parking,29.5986356694116,2021-01-14
500241,100117,Bar,95.73370741493302,2021-01-14
500242,100118,Spa,28.314559048628016,2021-01-14
500243,100118,Bar,48.63302871362532,2021-01-14
500244,100118,Parking,28.541979971344706,2021-01-14
500245,100119,Restaurante,64.90714961181202,2021-01-14
500246,100119,Bar,42.01846434948724,2021-01-14
500247,100119,Restaurante,66.61514570696431,2021-01-14
500248,100120,Spa,73.04297227211276,2021-01-14
500249,100120,Spa,18.1102708674551,2021-01-14
500250,100121,Restaurante,61.83443506706111,2021-01-14
500251,100121,Bar,56.276936282891015,2021-01-14
500252,100122,Parking,27.326947684384155,2021-01-14
500253,100122,Bar,33.59543965674539,2021-01-14
500254,100122,Bar,24.034297523880923,2021-01-14
500255,100123,Restaurante,57.37722493553904,2021-01-14
500256,100123,Spa,39.17091450990877,2021-01-14
500257,100124,Bar,88.48993679137244,2021-01-14
500258,100124,Restaurante,90.45009765522678,2021-01-14
500259,100125,Spa,91.873869885026,2021-01-14
500260,100126,Restaurante,28.985744732747804,2021-01-15
500261,100126,Bar,48.34325464656055,2021-01-15
500262,100127,Bar,80.37948569599543,2021-01-15
500263,100127,Parking,68.30279182197202,2021-01-15
500264,100127,Parking,45.596524879680146,2021-01-15
500265,100128,Bar,70.75493476601194,2021-01-15
500266,100128,Restaurante,51.95719326960446,2021-01-15
500267,100128,Restaurante,76.33167728120742,2021-01-15
500268,100129,Spa,46.63097130135902,2021-01-15
500269,100129,Bar,99.19793396094542,2021-01-15
500270,100129,Bar,33.72170393812455,2021-01-15
500271,100130,Restaurante,94.43648368400582,2021-01-15
500272,100130,Spa,38.622806567781595,2021-01-15
500273,100130,Spa,32.113458323620804,2021-01-15
500274,100131,Spa,14.279284799304715,2021-01-15
500275,100132,Bar,77.63694382821282,2021-01-15
500276,100133,Parking,53.141706029424995,2021-01-15
500277,100133,Parking,10.392445300736675,2021-01-15
500278,100133,Bar,73.77431719066018,2021-01-15
500279,100134,Parking,94.30422036683484,2021-01-15
500280,100135,Bar,34.499692075579816,2021-01-15
500281,100135,Bar,42.10810112779249,2021-01-15
500282,100135,Bar,62.06606131685008,2021-01-15
500283,100136,Bar,57.32099591819918,2021-01-16
500284,100137,Parking,70.68623550105134,2021-01-16
500285,100138,Spa,32.777596289928425,2021-01-16
500286,100139,Restaurante,89.34831591173295,2021-01-16
500287,100140,Restaurante,12.76776464587447,2021-01-16
500288,100140,Spa,92.00652303766866,2021-01-16
500289,100140,Bar,82.86870988634067,2021-01-16
500290,100141,Parking,49.857247862147716,2021-01-16
500291,100142,Parking,79.04661529592265,2021-01-16
500292,100142,Bar,84.77134505551668,2021-01-16
500293,100142,Parking,47.50778010632852,2021-01-16
500294,100143,Bar,43.709586706296776,2021-01-17
500295,100144,Bar,31.58017649596427,2021-01-17
500296,100144,Bar,45.033380761699185,2021-01-17
500297,100144,Bar,97.3994957528279,2021-01-17
500298,100145,Parking,11.456620203870207,2021-01-17
500299,100146,Restaurante,38.199504893618396,2021-01-17
500300,100146,Parking,27.38801147305525,2021-01-17
500301,100147,Restaurante,82.61035411173204,2021-01-17
500302,100147,Parking,92.36266655656553,2021-01-17
500303,100148,Parking,26.347891290194447,2021-01-17
500304,100148,Bar,27.532367181371885,2021-01-17
500305,100149,Parking,43.02060956788375,2021-01-17
500306,100150,Bar,54.666738247625354,2021-01-17
500307,100151,Parking,37.473988421103996,2021-01-17
500308,100152,Bar,75.85659762270447,2021-01-18
500309,100152,Spa,13.605450693452465,2021-01-18
500310,100153,Restaurante,22.722163739954087,2021-01-18
500311,100153,Bar,93.22656086795172,2021-01-18
500312,100153,Restaurante,72.08938097515093,2021-01-18
500313,100154,Spa,81.68226651060792,2021-01-18
500314,100154,Restaurante,19.682083244247643,2021-01-18
500315,100154,Restaurante,46.15042499276815,2021-01-18
500316,100155,Bar,43.119969530328646,2021-01-18
500317,100155,Parking,24.79593746577344,2021-01-18
500318,100155,Bar,31.629049164268014,2021-01-18
500319,100156,Restaurante,20.04641276621866,2021-01-18
500320,100156,Parking,99.11786414161215,2021-01-18
500321,100157,Bar,29.30987868785119,2021-01-18
500322,100158,Spa,12.151481724801663,2021-01-18
500323,100158,Bar,73.15792950326485,2021-01-18
500324,100159,Spa,42.79926202936659,2021-01-18
500325,100160,Restaurante,11.291617862676416,2021-01-19
500326,100161,Spa,36.145292247875716,2021-01-19
500327,100161,Parking,77.0679310624775,2021-01-19
500328,100162,Parking,51.70631926474311,2021-01-19
500329,100163,Spa,46.75768367488233,2021-01-19
500330,100164,Parking,87.38405933861449,2021-01-19
500331,100164,Spa,23.98333203431489,2021-01-19
500332,100165,Parking,41.15156860644291,2021-01-19
500333,100166,Spa,87.10284008148119,2021-01-19
500334,100166,Parking,46.360596077218226,2021-01-19
500335,100166,Parking,97.68450164751515,2021-01-19
500336,100167,Restaurante,69.35317104581071,2021-01-20
500337,100168,Parking,88.32948343342228,2021-01-20
500338,100168,Bar,17.672476760386573,2021-01-20
500339,100168,Spa,55.36639034710059,2021-01-20
500340,100169,Restaurante,68.51612999964405,2021-01-20
500341,100170,Bar,33.127196850934375,2021-01-20
500342,100171,Bar,76.98744691076757,2021-01-20
500343,100171,Bar,44.95670504847567,2021-01-20
500344,100171,Parking,36.81543342119522,2021-01-20
500345,100172,Bar,79.08454175124085,2021-01-20
500346,100172,Parking,20.7533285535771,2021-01-20
500347,100172,Bar,77.59805773981473,2021-01-20
500348,100173,Parking,93.38909872920647,2021-01-20
500349,100174,Restaurante,66.7214931144614,2021-01-20
500350,100175,Parking,40.05581709604509,2021-01-20
500351,100176,Parking,99.01353175802161,2021-01-20
500352,100177,Spa,60.8971177343415,2021-01-21
500353,100177,Spa,78.58346170501675,2021-01-21
500354,100177,Restaurante,79.86025475848204,2021-01-21
500355,100178,Parking,33.33053755604178,2021-01-21
500356,100178,Parking,41.78561159887349,2021-01-21
500357,100179,Parking,60.75515154419898,2021-01-21
500358,100179,Restaurante,89.48376877346487,2021-01-21
500359,100179,Restaurante,43.475946196392975,2021-01-21
500360,100180,Bar,11.13578758802332,2021-01-21
500361,100181,Restaurante,45.47020451614556,2021-01-21
500362,100181,Bar,49.08337841681776,2021-01-21
500363,100181,Restaurante,43.74529455147975,2021-01-21
500364,100182,Restaurante,43.26438678523881,2021-01-21
500365,100182,Bar,51.82662785610227,2021-01-21
500366,100182,Spa,80.01875068484566,2021-01-21
500367,100183,Parking,55.487883387375504,2021-01-21
500368,100183,Bar,27.300880407435752,2021-01-21
500369,100183,Bar,12.883354009275536,2021-01-21
500370,100184,Bar,52.187595439097265,2021-01-21
500371,100184,Spa,72.45452151845356,2021-01-21
500372,100184,Restaurante,82.51622396887674,2021-01-21
500373,100185,Bar,22.27510356785726,2021-01-21
500374,100186,Bar,60.95719786576662,2021-01-21
500375,100186,Restaurante,66.54163833480364,2021-01-21
500376,100186,Restaurante,61.83194206756568,2021-01-21
500377,100187,Bar,37.51637266131613,2021-01-22
500378,100187,Restaurante,20.200067690293526,2021-01-22
500379,100188,Bar,99.06069536462257,2021-01-22
500380,100188,Spa,69.96114136052087,2021-01-22
500381,100188,Restaurante,21.729170220410897,2021-01-22
500382,100189,Bar,59.33943195894285,2021-01-22
500383,100190,Spa,91.58775689075404,2021-01-22
500384,100190,Restaurante,48.37014148963113,2021-01-22
500385,100191,Parking,51.409296925863615,2021-01-22
500386,100192,Parking,13.989902572205327,2021-01-22
500387,100192,Spa,23.04928378024347,2021-01-22
500388,100193,Spa,80.19242011948688,2021-01-22
500389,100193,Spa,31.067115328205162,2021-01-22
500390,100194,Spa,55.57296282056102,2021-01-22
500391,100195,Restaurante,67.94624825303922,2021-01-23
500392,100196,Restaurante,89.98810466851232,2021-01-23
500393,100197,Bar,72.30298506363143,2021-01-23
500394,100198,Restaurante,84.61617815944817,2021-01-23
500395,100198,Spa,53.21710695898251,2021-01-23
500396,100198,Restaurante,74.72479436010005,2021-01-23
500397,100199,Parking,76.4131543730965,2021-01-23
500398,100199,Restaurante,18.064635435317904,2021-01-23
500399,100199,Bar,11.040065291276704,2021-01-23
500400,100200,Restaurante,66.94436118708924,2021-01-23
500401,100200,Bar,10.810301493108419,2021-01-23
500402,100200,Parking,93.77857836230682,2021-01-23
500403,100201,Bar,54.50639112624866,2021-01-23
500404,100202,Parking,53.794903932044406,2021-01-23
500405,100202,Bar,24.577775641841527,2021-01-23
500406,100203,Spa,74.26024376711602,2021-01-23
500407,100203,Spa,37.90234148184559,2021-01-23
500408,100203,Spa,66.46736001432657,2021-01-23
500409,100204,Spa,84.82386553429335,2021-01-24
500410,100204,Restaurante,12.673747481207736,2021-01-24
500411,100205,Bar,75.85804335712857,2021-01-24
500412,100206,Restaurante,58.77068510087985,2021-01-24
500413,100206,Parking,94.9041747095276,2021-01-24
500414,100206,Restaurante,13.238523658781556,2021-01-24
500415,100207,Spa,41.354925409185164,2021-01-24
500416,100207,Spa,37.36671299482162,2021-01-24
500417,100207,Parking,86.66526328857104,2021-01-24
500418,100208,Bar,74.94926945357417,2021-01-24
500419,100209,Parking,52.095904400302345,2021-01-24
500420,100210,Bar,10.181013791089217,2021-01-24
500421,100210,Parking,33.342923905074535,2021-01-24
500422,100210,Spa,77.10480356498593,2021-01-24
500423,100211,Parking,33.866851579406,2021-01-24
500424,100211,Bar,97.0349862905479,2021-01-24
500425,100211,Spa,85.19217769976902,2021-01-24
500426,100212,Parking,11.479245213909445,2021-01-24
500427,100213,Spa,12.756176401398658,2021-01-25
500428,100214,Spa,93.53583451596114,2021-01-25
500429,100214,Spa,39.99985598037573,2021-01-25
500430,100215,Restaurante,69.65538402616568,2021-01-25
500431,100215,Restaurante,37.843018042268,2021-01-25
500432,100215,Bar,90.98632054063913,2021-01-25
500433,100216,Spa,36.54335204607814,2021-01-25
500434,100217,Spa,63.148189571382304,2021-01-25
500435,100218,Spa,40.42381743973358,2021-01-25
500436,100219,Bar,84.68809499302263,2021-01-25
500437,100220,Parking,89.76352460768318,2021-01-25
500438,100220,Restaurante,83.65045020710232,2021-01-25
500439,100220,Restaurante,94.14068036658166,2021-01-25
500440,100221,Bar,17.23032414994283,2021-01-26
500441,100221,Bar,88.66986649463357,2021-01-26
500442,100222,Spa,66.57444334569095,2021-01-26
500443,100222,Parking,33.070755551253214,2021-01-26
500444,100222,Spa,29.189831416300077,2021-01-26
500445,100223,Spa,21.338007473725146,2021-01-26
500446,100223,Restaurante,93.30972186888023,2021-01-26
500447,100223,Restaurante,95.85153994845568,2021-01-26
500448,100224,Parking,15.983812271338477,2021-01-26
500449,100225,Bar,45.776417638711195,2021-01-26
500450,100226,Spa,78.59088778369677,2021-01-26
500451,100227,Restaurante,80.4461357221325,2021-01-26
500452,100228,Restaurante,96.96806723975372,2021-01-26
500453,100228,Bar,77.12179330768518,2021-01-26
500454,100229,Bar,79.5401861377753,2021-01-26
500455,100229,Parking,89.95011641008841,2021-01-26
500456,100229,Parking,24.550961177417136,2021-01-26
500457,100230,Bar,39.89613249129819,2021-01-26
500458,100230,Spa,79.49345644186857,2021-01-26
500459,100231,Bar,56.23073129950171,2021-01-27
500460,100231,Bar,37.05642158847837,2021-01-27
500461,100232,Bar,80.4042415542005,2021-01-27
500462,100232,Bar,53.24782088425675,2021-01-27
500463,100232,Bar,20.470620091969558,2021-01-27
500464,100233,Spa,76.35218395274897,2021-01-27
500465,100234,Parking,37.707696193015956,2021-01-27
500466,100234,Spa,16.120025528281964,2021-01-27
500467,100235,Spa,12.578133817923096,2021-01-27
500468,100235,Bar,59.985296108046626,2021-01-27
500469,100235,Parking,92.96510589703965,2021-01-27
500470,100236,Spa,20.31743286970817,2021-01-27
500471,100236,Restaurante,46.95436604340212,2021-01-27
500472,100236,Restaurante,55.58163262333053,2021-01-27
500473,100237,Spa,21.668536044201577,2021-01-27
500474,100237,Bar,62.64945806720581,2021-01-27
500475,100238,Restaurante,22.694197022535445,2021-01-28
500476,100238,Parking,78.95553303674629,2021-01-28
500477,100238,Spa,47.073036510474644,2021-01-28
500478,100239,Restaurante,32.291819060194115,2021-01-28
500479,100239,Parking,69.41694500583183,2021-01-28
500480,100239,Parking,42.2171043003699,2021-01-28
500481,100240,Spa,43.66946214606758,2021-01-28
500482,100240,Restaurante,46.81062086440605,2021-01-28
500483,100240,Bar,87.43153013277008,2021-01-28
500484,100241,Spa,82.93463145555707,2021-01-28
500485,100242,Restaurante,59.74766499116135,2021-01-28
500486,100242,Spa,15.849123430489158,2021-01-28
500487,100243,Bar,25.705936215178262,2021-01-28
500488,100243,Bar,44.02276901868793,2021-01-28
500489,100243,Parking,35.30363530731813,2021-01-28
500490,100244,Restaurante,62.69230261206003,2021-01-28
500491,100245,Spa,95.04468157843122,2021-01-28
500492,100245,Restaurante,93.42465965038355,2021-01-28
500493,100246,Bar,95.34417848093534,2021-01-28
500494,100247,Spa,95.65908565059478,2021-01-29
500495,100248,Restaurante,61.028904919541546,2021-01-29
500496,100249,Parking,55.46895571287558,2021-01-29
500497,100249,Restaurante,14.367335641902374,2021-01-29
500498,100249,Restaurante,69.04412825399245,2021-01-29
500499,100250,Parking,52.08923117692369,2021-01-29
500500,100250,Bar,53.82768264415132,2021-01-29
500501,100250,Parking,94.3470593988269,2021-01-29
500502,100251,Spa,45.530431517557766,2021-01-29
500503,100251,Bar,67.19347139918395,2021-01-29
500504,100252,Bar,22.41559094215213,2021-01-29
500505,100252,Spa,37.69786396579545,2021-01-29
500506,100252,Bar,33.84826956251948,2021-01-29
500507,100253,Spa,35.83001611710729,2021-01-29
500508,100253,Spa,48.320368845776194,2021-01-29
500509,100253,Spa,98.33965641254986,2021-01-29
500510,100254,Spa,34.83847303040717,2021-01-29
500511,100254,Parking,55.01523062657215,2021-01-29
500512,100255,Bar,90.72411584580244,2021-01-29
500513,100255,Restaurante,50.07512051535202,2021-01-29
500514,100255,Parking,51.76997145017373,2021-01-29
500515,100256,Bar,14.587486193700094,2021-01-29
500516,100256,Bar,44.50244672215333,2021-01-29
500517,100256,Restaurante,97.37183343454048,2021-01-29
500518,100257,Parking,64.491837420006,2021-01-30
500519,100258,Restaurante,65.21958193021837,2021-01-30
500520,100258,Bar,21.616629877614656,2021-01-30
500521,100258,Spa,70.71348121620284,2021-01-30
500522,100259,Restaurante,16.189354177403303,2021-01-30
500523,100259,Spa,14.387036981837975,2021-01-30
500524,100259,Restaurante,91.17892848638405,2021-01-30
500525,100260,Restaurante,40.199103645208496,2021-01-30
500526,100261,Spa,11.781885710634153,2021-01-30
500527,100261,Bar,27.113847662134944,2021-01-30
500528,100261,Restaurante,57.16809707990117,2021-01-30
500529,100262,Parking,22.40903973087528,2021-01-30
500530,100262,Bar,58.7692858395413,2021-01-30
500531,100263,Parking,95.78643372197968,2021-01-30
500532,100263,Parking,14.884153365919316,2021-01-30
500533,100264,Restaurante,40.25093822511839,2021-01-30
500534,100264,Restaurante,42.210827699108314,2021-01-30
500535,100264,Restaurante,50.75844261266191,2021-01-30
500536,100265,Spa,55.27616171309479,2021-01-30
500537,100266,Restaurante,97.77710619099571,2021-01-31
500538,100267,Parking,66.62970748797522,2021-01-31
500539,100267,Bar,95.59386752282101,2021-01-31
500540,100268,Spa,38.77025241111308,2021-01-31
500541,100268,Spa,74.45243599428763,2021-01-31
500542,100268,Spa,42.135952487797546,2021-01-31
500543,100269,Bar,25.60221371902444,2021-01-31
500544,100270,Restaurante,27.217955622860934,2021-01-31
500545,100271,Parking,35.770549829931085,2021-01-31
