id_gasto_fijo,id_hotel,fecha,categoria,monto,es_gasto_gop
120,H01,2023-06-30,Suministros Energéticos,2075.9691540258927,1
121,H01,2023-07-31,Marketing,2091.643138938985,1
122,H01,2023-07-31,Admin,2097.0728266183314,1
123,H01,2023-07-31,Mantenimiento,1877.2028067831486,1
124,H01,2023-07-31,Suministros Energéticos,1975.5333816546786,1
125,H01,2023-08-31,Marketing,2093.7943953112817,1
126,H01,2023-08-31,Admin,1837.3845978883535,1
127,H01,2023-08-31,Mantenimiento,1826.2813471945183,1
128,H01,2023-08-31,Suministros Energéticos,2083.846515988717,1
129,H01,2023-09-30,Marketing,2080.3156918797276,1
130,H01,2023-09-30,Admin,1883.360062834465,1
131,H01,2023-09-30,Mantenimiento,2168.360015196953,1
132,H01,2023-09-30,Suministros Energéticos,1958.1947182640488,1
133,H01,2023-10-31,Marketing,2093.109871830926,1
134,H01,2023-10-31,Admin,2067.564654315102,1
135,H01,2023-10-31,Mantenimiento,1924.7753772614808,1
136,H01,2023-10-31,Suministros Energéticos,1929.867528129504,1
137,H01,2023-11-30,Marketing,2002.8854546126663,1
138,H01,2023-11-30,Admin,1836.1956361639793,1
139,H01,2023-11-30,Mantenimiento,1813.7611069801944,1
140,H01,2023-11-30,Suministros Energéticos,1957.7565533745149,1
141,H01,2023-12-31,Marketing,2034.4621295803815,1
142,H01,2023-12-31,Admin,1923.089911377328,1
143,H01,2023-12-31,Mantenimiento,1974.8729484117687,1
144,H01,2023-12-31,Suministros Energéticos,2177.2808903246473,1
145,H01,2024-01-31,Marketing,2189.6696643773457,1
146,H01,2024-01-31,Admin,2061.604546852067,1
147,H01,2024-01-31,Mantenimiento,1885.1812269855154,1
148,H01,2024-01-31,Suministros Energéticos,2092.938913432701,1
149,H01,2024-02-29,Marketing,2188.4667783300056,1
150,H01,2024-02-29,Admin,1838.1453696448648,1
151,H01,2024-02-29,Mantenimiento,2152.7758739173432,1
152,H01,2024-02-29,Suministros Energéticos,1874.1832864748606,1
153,H01,2024-03-31,Marketing,2074.667279787074,1
154,H01,2024-03-31,Admin,2115.7440171111352,1
155,H01,2024-03-31,Mantenimiento,2167.693071626335,1
156,H01,2024-03-31,Suministros Energéticos,1859.267171335722,1
157,H01,2024-04-30,Marketing,1974.3545597394311,1
158,H01,2024-04-30,Admin,2162.6265183576133,1
159,H01,2024-04-30,Mantenimiento,1903.9356932876094,1
160,H01,2024-04-30,Suministros Energéticos,2183.657535191095,1
161,H01,2024-05-31,Marketing,1835.915532328297,1
162,H01,2024-05-31,Admin,2162.4411005029647,1
163,H01,2024-05-31,Mantenimiento,2076.222337422903,1
164,H01,2024-05-31,Suministros Energéticos,2084.792560429983,1
165,H01,2024-06-30,Marketing,1922.5571104604805,1
166,H01,2024-06-30,Admin,1962.3625728334837,1
167,H01,2024-06-30,Mantenimiento,2137.90192720546,1
168,H01,2024-06-30,Suministros Energéticos,2067.652035866348,1
169,H01,2024-07-31,Marketing,1877.8626314556172,1
170,H01,2024-07-31,Admin,1960.2272034897367,1
171,H01,2024-07-31,Mantenimiento,1966.996357926375,1
172,H01,2024-07-31,Suministros Energéticos,2092.1483439445046,1
173,H01,2024-08-31,Marketing,2120.484486325801,1
174,H01,2024-08-31,Admin,2162.4176555879408,1
175,H01,2024-08-31,Mantenimiento,1968.213745177998,1
176,H01,2024-08-31,Suministros Energéticos,2033.7473127193916,1
177,H01,2024-09-30,Marketing,2070.1625861542884,1
178,H01,2024-09-30,Admin,2032.4705492676544,1
179,H01,2024-09-30,Mantenimiento,2158.740723991291,1
180,H01,2024-09-30,Suministros Energéticos,2001.184897161726,1
181,H01,2024-10-31,Marketing,2022.2652199462873,1
182,H01,2024-10-31,Admin,2104.465456837893,1
183,H01,2024-10-31,Mantenimiento,1854.5653508976663,1
184,H01,2024-10-31,Suministros Energéticos,2181.9805414977573,1
185,H01,2024-11-30,Marketing,1905.0872565146158,1
186,H01,2024-11-30,Admin,1833.1192609214045,1
187,H01,2024-11-30,Mantenimiento,1980.750198427965,1
188,H01,2024-11-30,Suministros Energéticos,1974.1833097196748,1
189,H01,2024-12-31,Marketing,1881.052146164308,1
190,H01,2024-12-31,Admin,2071.7029285520666,1
191,H01,2024-12-31,Mantenimiento,2033.8564578343933,1
192,H01,2024-12-31,Suministros Energéticos,2064.6317129159575,1
193,H01,2025-01-31,Marketing,1899.4963887890008,1
194,H01,2025-01-31,Admin,2179.944003969509,1
195,H01,2025-01-31,Mantenimiento,1879.1414178613343,1
196,H01,2025-01-31,Suministros Energéticos,2088.132779587962,1
197,H01,2025-02-28,Marketing,1857.0358630635208,1
198,H01,2025-02-28,Admin,1873.5770384284144,1
199,H01,2025-02-28,Mantenimiento,1956.1293485218498,1
200,H01,2025-02-28,Suministros Energéticos,2082.3386584708746,1
201,H01,2025-03-31,Marketing,1891.965814822502,1
202,H01,2025-03-31,Admin,2099.9197833369253,1
203,H01,2025-03-31,Mantenimiento,1884.0072638914949,1
204,H01,2025-03-31,Suministros Energéticos,1849.3974991805921,1
205,H01,2025-04-30,Marketing,1806.7835681177594,1
206,H01,2025-04-30,Admin,2128.739177678458,1
207,H01,2025-04-30,Mantenimiento,2125.7437355139596,1
208,H01,2025-04-30,Suministros Energéticos,2014.3657762222938,1
209,H01,2025-05-31,Marketing,1838.6922591882808,1
210,H01,2025-05-31,Admin,2175.700859817633,1
211,H01,2025-05-31,Mantenimiento,2144.0111141543475,1
212,H01,2025-05-31,Suministros Energéticos,2066.4790843018936,1
213,H01,2025-06-30,Marketing,1922.6693295603734,1
214,H01,2025-06-30,Admin,2125.496383430655,1
215,H01,2025-06-30,Mantenimiento,2173.499193145264,1
216,H01,2025-06-30,Suministros Energéticos,1980.056747547929,1
217,H01,2025-07-31,Marketing,1828.539567842485,1
218,H01,2025-07-31,Admin,2177.9411115234575,1
219,H01,2025-07-31,Mantenimiento,1839.463668127507,1
220,H01,2025-07-31,Suministros Energéticos,1897.083622294226,1
221,H01,2025-08-31,Marketing,1864.1992020513078,1
222,H01,2025-08-31,Admin,1881.4856801678648,1
223,H01,2025-08-31,Mantenimiento,2028.9182697321744,1
224,H01,2025-08-31,Suministros Energéticos,2145.4761544426315,1
225,H01,2025-09-30,Marketing,2191.806764451892,1
226,H01,2025-09-30,Admin,2094.1712757981445,1
227,H01,2025-09-30,Mantenimiento,1887.375502926233,1
228,H01,2025-09-30,Suministros Energéticos,1886.5748020759459,1
229,H01,2025-10-31,Marketing,2180.3807037736933,1
230,H01,2025-10-31,Admin,2187.6963259667577,1
231,H01,2025-10-31,Mantenimiento,2147.319337081068,1
232,H01,2025-10-31,Suministros Energéticos,2014.6609355080325,1
233,H01,2025-11-30,Marketing,1805.237938971033,1
234,H01,2025-11-30,Admin,1998.0388518975772,1
235,H01,2025-11-30,Mantenimiento,1806.6313756423426,1
236,H01,2025-11-30,Suministros Energéticos,2137.1390613593503,1
237,H01,2025-12-31,Marketing,1870.5314181553947,1
238,H01,2025-12-31,Admin,2009.6737754898593,1
239,H01,2025-12-31,Mantenimiento,2040.3377718897063,1
240,H01,2025-12-31,Suministros Energéticos,1937.599813740212,1
241,H02,2021-01-31,Marketing,5323.187179188412,1
242,H02,2021-01-31,Admin,5383.717844481477,1
243,H02,2021-01-31,Mantenimiento,5477.816046379654,1
244,H02,2021-01-31,Suministros Energéticos,5486.087982430762,1
245,H02,2021-02-28,Marketing,4626.107386852808,1
246,H02,2021-02-28,Admin,5375.329990169802,1
247,H02,2021-02-28,Mantenimiento,5442.2587967910085,1
248,H02,2021-02-28,Suministros Energéticos,4962.608488962476,1
249,H02,2021-03-31,Marketing,5250.090298658053,1
250,H02,2021-03-31,Admin,5381.184430628724,1
251,H02,2021-03-31,Mantenimiento,5108.087340994089,1
252,H02,2021-03-31,Suministros Energéticos,4940.132299072006,1
253,H02,2021-04-30,Marketing,5153.520091077778,1
254,H02,2021-04-30,Admin,5169.056094650729,1
255,H02,2021-04-30,Mantenimiento,4946.059215832631,1
256,H02,2021-04-30,Suministros Energéticos,4579.221296935437,1
257,H02,2021-05-31,Marketing,4970.6851581705905,1
258,H02,2021-05-31,Admin,5033.398006341713,1
259,H02,2021-05-31,Mantenimiento,4536.21010518707,1
260,H02,2021-05-31,Suministros Energéticos,5255.545745892595,1
261,H02,2021-06-30,Marketing,4739.927672651614,1
262,H02,2021-06-30,Admin,5428.906540518734,1
263,H02,2021-06-30,Mantenimiento,5142.665322912937,1
264,H02,2021-06-30,Suministros Energéticos,5273.082212924386,1
265,H02,2021-07-31,Marketing,4919.894389291115,1
266,H02,2021-07-31,Admin,4584.379468310293,1
267,H02,2021-07-31,Mantenimiento,5233.6908874912515,1
268,H02,2021-07-31,Suministros Energéticos,5355.18538013189,1
269,H02,2021-08-31,Marketing,4640.8853112968345,1
270,H02,2021-08-31,Admin,5145.6514192243385,1
271,H02,2021-08-31,Mantenimiento,4633.222172735626,1
272,H02,2021-08-31,Suministros Energéticos,5218.152168022892,1
273,H02,2021-09-30,Marketing,4682.438955388141,1
274,H02,2021-09-30,Admin,4814.040778610218,1
275,H02,2021-09-30,Mantenimiento,4806.72462329392,1
276,H02,2021-09-30,Suministros Energéticos,4631.752155401481,1
277,H02,2021-10-31,Marketing,4811.057222652185,1
278,H02,2021-10-31,Admin,4598.446103014333,1
279,H02,2021-10-31,Mantenimiento,4623.807056567468,1
280,H02,2021-10-31,Suministros Energéticos,5115.468719731986,1
281,H02,2021-11-30,Marketing,5131.975366475175,1
282,H02,2021-11-30,Admin,5343.336096731777,1
283,H02,2021-11-30,Mantenimiento,4914.559905123374,1
284,H02,2021-11-30,Suministros Energéticos,4920.9030471891265,1
285,H02,2021-12-31,Marketing,5306.755892822829,1
286,H02,2021-12-31,Admin,5059.107475616016,1
287,H02,2021-12-31,Mantenimiento,5040.301531414001,1
288,H02,2021-12-31,Suministros Energéticos,5447.504882358922,1
289,H02,2022-01-31,Marketing,4744.1643386931355,1
290,H02,2022-01-31,Admin,4539.537508385397,1
291,H02,2022-01-31,Mantenimiento,5106.9963903512125,1
292,H02,2022-01-31,Suministros Energéticos,4989.640007312002,1
293,H02,2022-02-28,Marketing,5410.414481595797,1
294,H02,2022-02-28,Admin,4859.6181302483665,1
295,H02,2022-02-28,Mantenimiento,4583.68111529786,1
296,H02,2022-02-28,Suministros Energéticos,5028.670474188181,1
297,H02,2022-03-31,Marketing,4589.773449284794,1
298,H02,2022-03-31,Admin,5070.822659785997,1
299,H02,2022-03-31,Mantenimiento,5446.991086469612,1
300,H02,2022-03-31,Suministros Energéticos,5115.194272441578,1
301,H02,2022-04-30,Marketing,4528.551232903495,1
302,H02,2022-04-30,Admin,4529.71092754527,1
303,H02,2022-04-30,Mantenimiento,4859.677377795238,1
304,H02,2022-04-30,Suministros Energéticos,5161.657818258512,1
305,H02,2022-05-31,Marketing,4867.99579169218,1
306,H02,2022-05-31,Admin,4774.070836035419,1
307,H02,2022-05-31,Mantenimiento,5333.336448712067,1
308,H02,2022-05-31,Suministros Energéticos,4686.957296560522,1
309,H02,2022-06-30,Marketing,5235.91084325213,1
310,H02,2022-06-30,Admin,4802.423908635444,1
311,H02,2022-06-30,Mantenimiento,5460.220755107821,1
312,H02,2022-06-30,Suministros Energéticos,4993.993860088327,1
313,H02,2022-07-31,Marketing,5259.943419959064,1
314,H02,2022-07-31,Admin,5136.137618706533,1
315,H02,2022-07-31,Mantenimiento,5070.2860137066145,1
316,H02,2022-07-31,Suministros Energéticos,5365.994861279173,1
317,H02,2022-08-31,Marketing,5424.88822329851,1
318,H02,2022-08-31,Admin,4805.556733591927,1
319,H02,2022-08-31,Mantenimiento,4862.4086017098,1
320,H02,2022-08-31,Suministros Energéticos,4616.499519602618,1
321,H02,2022-09-30,Marketing,5154.84676587865,1
322,H02,2022-09-30,Admin,4652.256127391929,1
323,H02,2022-09-30,Mantenimiento,5175.617261132692,1
324,H02,2022-09-30,Suministros Energéticos,4975.445475324587,1
325,H02,2022-10-31,Marketing,4921.977568790199,1
326,H02,2022-10-31,Admin,5155.214892253112,1
327,H02,2022-10-31,Mantenimiento,4701.153264225255,1
328,H02,2022-10-31,Suministros Energéticos,4729.625080045476,1
329,H02,2022-11-30,Marketing,4935.178222635827,1
330,H02,2022-11-30,Admin,4568.582367373661,1
331,H02,2022-11-30,Mantenimiento,5275.221281032036,1
332,H02,2022-11-30,Suministros Energéticos,4618.297936582664,1
333,H02,2022-12-31,Marketing,4929.736251290023,1
334,H02,2022-12-31,Admin,4860.649605141977,1
335,H02,2022-12-31,Mantenimiento,5121.882435014172,1
336,H02,2022-12-31,Suministros Energéticos,4535.204190787345,1
337,H02,2023-01-31,Marketing,5236.511310935088,1
338,H02,2023-01-31,Admin,4861.755216283172,1
339,H02,2023-01-31,Mantenimiento,4532.579666688742,1
340,H02,2023-01-31,Suministros Energéticos,4720.750792183023,1
341,H02,2023-02-28,Marketing,5324.777555787228,1
342,H02,2023-02-28,Admin,5208.003163351989,1
343,H02,2023-02-28,Mantenimiento,4637.827966103775,1
344,H02,2023-02-28,Suministros Energéticos,5066.8141839847085,1
345,H02,2023-03-31,Marketing,4660.902000575066,1
346,H02,2023-03-31,Admin,4750.788834408043,1
347,H02,2023-03-31,Mantenimiento,5272.406263712704,1
348,H02,2023-03-31,Suministros Energéticos,5168.48974970792,1
349,H02,2023-04-30,Marketing,4944.787606507046,1
350,H02,2023-04-30,Admin,4697.832410798814,1
351,H02,2023-04-30,Mantenimiento,5462.203710077542,1
352,H02,2023-04-30,Suministros Energéticos,5203.389802230282,1
353,H02,2023-05-31,Marketing,5057.299861573081,1
354,H02,2023-05-31,Admin,5098.445803301387,1
355,H02,2023-05-31,Mantenimiento,4776.317202884607,1
356,H02,2023-05-31,Suministros Energéticos,4750.631521176637,1
357,H02,2023-06-30,Marketing,5344.7549363563485,1
358,H02,2023-06-30,Admin,5015.568257774234,1
359,H02,2023-06-30,Mantenimiento,5348.40194914249,1
360,H02,2023-06-30,Suministros Energéticos,5059.021919190141,1
361,H02,2023-07-31,Marketing,4824.2653626489,1
362,H02,2023-07-31,Admin,4929.406846204895,1
363,H02,2023-07-31,Mantenimiento,5371.115102243973,1
364,H02,2023-07-31,Suministros Energéticos,4670.1897734566855,1
365,H02,2023-08-31,Marketing,5456.077653571342,1
366,H02,2023-08-31,Admin,4724.369602260444,1
367,H02,2023-08-31,Mantenimiento,4925.638785751502,1
368,H02,2023-08-31,Suministros Energéticos,4647.189188420771,1
369,H02,2023-09-30,Marketing,5243.166091175053,1
370,H02,2023-09-30,Admin,4650.343881044149,1
371,H02,2023-09-30,Mantenimiento,4873.418609789455,1
372,H02,2023-09-30,Suministros Energéticos,4589.088645109385,1
373,H02,2023-10-31,Marketing,4507.019980606469,1
374,H02,2023-10-31,Admin,5381.290837069436,1
375,H02,2023-10-31,Mantenimiento,5100.903537726814,1
376,H02,2023-10-31,Suministros Energéticos,4626.3023562166645,1
377,H02,2023-11-30,Marketing,4962.148492846169,1
378,H02,2023-11-30,Admin,4633.08097405595,1
379,H02,2023-11-30,Mantenimiento,5011.870117954929,1
380,H02,2023-11-30,Suministros Energéticos,5243.402065783603,1
381,H02,2023-12-31,Marketing,4757.879108079555,1
382,H02,2023-12-31,Admin,4837.806585406837,1
383,H02,2023-12-31,Mantenimiento,5367.149721782519,1
384,H02,2023-12-31,Suministros Energéticos,4524.961190108438,1
385,H02,2024-01-31,Marketing,4773.370482878674,1
386,H02,2024-01-31,Admin,4559.866707066656,1
387,H02,2024-01-31,Mantenimiento,4504.544382889446,1
388,H02,2024-01-31,Suministros Energéticos,4648.835029450569,1
389,H02,2024-02-29,Marketing,5107.255515862018,1
390,H02,2024-02-29,Admin,5377.872720536238,1
391,H02,2024-02-29,Mantenimiento,4787.044404557644,1
392,H02,2024-02-29,Suministros Energéticos,4551.831410140269,1
393,H02,2024-03-31,Marketing,5109.609004384558,1
394,H02,2024-03-31,Admin,4709.619089021458,1
395,H02,2024-03-31,Mantenimiento,4802.5295529204095,1
396,H02,2024-03-31,Suministros Energéticos,4663.089626725607,1
397,H02,2024-04-30,Marketing,4595.0142207158715,1
398,H02,2024-04-30,Admin,4728.223428204171,1
399,H02,2024-04-30,Mantenimiento,5359.442799957761,1
400,H02,2024-04-30,Suministros Energéticos,5180.944664462602,1
401,H02,2024-05-31,Marketing,5459.617051500234,1
402,H02,2024-05-31,Admin,5023.541144316653,1
403,H02,2024-05-31,Mantenimiento,5477.312356087509,1
404,H02,2024-05-31,Suministros Energéticos,5221.24319982219,1
405,H02,2024-06-30,Marketing,4727.9803228111405,1
406,H02,2024-06-30,Admin,4608.501115032793,1
407,H02,2024-06-30,Mantenimiento,4880.75043060066,1
408,H02,2024-06-30,Suministros Energéticos,5431.205953889654,1
409,H02,2024-07-31,Marketing,4524.761282128847,1
410,H02,2024-07-31,Admin,5008.7841026711585,1
411,H02,2024-07-31,Mantenimiento,4909.082179615128,1
412,H02,2024-07-31,Suministros Energéticos,5246.0930776893,1
413,H02,2024-08-31,Marketing,5036.382147751645,1
414,H02,2024-08-31,Admin,4744.041387062968,1
415,H02,2024-08-31,Mantenimiento,4968.303023649536,1
416,H02,2024-08-31,Suministros Energéticos,4978.637377812448,1
417,H02,2024-09-30,Marketing,4959.501779511629,1
418,H02,2024-09-30,Admin,5083.246771768429,1
419,H02,2024-09-30,Mantenimiento,4658.72686339499,1
420,H02,2024-09-30,Suministros Energéticos,5438.394332734472,1
421,H02,2024-10-31,Marketing,4790.602040427365,1
422,H02,2024-10-31,Admin,4971.73405865415,1
423,H02,2024-10-31,Mantenimiento,5131.97610424574,1
424,H02,2024-10-31,Suministros Energéticos,4600.684350184316,1
425,H02,2024-11-30,Marketing,5100.324398217119,1
426,H02,2024-11-30,Admin,5067.021427439802,1
427,H02,2024-11-30,Mantenimiento,4968.162173128394,1
428,H02,2024-11-30,Suministros Energéticos,4580.327451822213,1
429,H02,2024-12-31,Marketing,4989.436512363268,1
430,H02,2024-12-31,Admin,5298.02806591482,1
431,H02,2024-12-31,Mantenimiento,4528.33537296963,1
432,H02,2024-12-31,Suministros Energéticos,4918.279796464594,1
433,H02,2025-01-31,Marketing,5401.911755739668,1
434,H02,2025-01-31,Admin,4987.550954893823,1
435,H02,2025-01-31,Mantenimiento,4849.04471331261,1
436,H02,2025-01-31,Suministros Energéticos,4745.294327307494,1
437,H02,2025-02-28,Marketing,4528.865500588418,1
438,H02,2025-02-28,Admin,5272.71208438379,1
439,H02,2025-02-28,Mantenimiento,5401.8098806216485,1
440,H02,2025-02-28,Suministros Energéticos,4974.605618066824,1
441,H02,2025-03-31,Marketing,4977.450667801704,1
442,H02,2025-03-31,Admin,5298.022976117999,1
443,H02,2025-03-31,Mantenimiento,4908.26658422011,1
444,H02,2025-03-31,Suministros Energéticos,5129.72548480614,1
445,H02,2025-04-30,Marketing,4810.7661412266025,1
446,H02,2025-04-30,Admin,4667.685791907416,1
447,H02,2025-04-30,Mantenimiento,4602.067724519765,1
448,H02,2025-04-30,Suministros Energéticos,4913.396283703265,1
449,H02,2025-05-31,Marketing,5356.9624650755495,1
450,H02,2025-05-31,Admin,5463.448194981498,1
451,H02,2025-05-31,Mantenimiento,4551.084182380649,1
452,H02,2025-05-31,Suministros Energéticos,5159.099330395453,1
453,H02,2025-06-30,Marketing,5322.155499009732,1
454,H02,2025-06-30,Admin,5475.898171845196,1
455,H02,2025-06-30,Mantenimiento,5155.3232053672955,1
456,H02,2025-06-30,Suministros Energéticos,5320.276898222358,1
457,H02,2025-07-31,Marketing,5474.277017301106,1
458,H02,2025-07-31,Admin,5242.434872602441,1
459,H02,2025-07-31,Mantenimiento,4999.129619808532,1
460,H02,2025-07-31,Suministros Energéticos,5476.070120110631,1
461,H02,2025-08-31,Marketing,5460.581992660317,1
462,H02,2025-08-31,Admin,5121.558885532995,1
463,H02,2025-08-31,Mantenimiento,4985.153205201375,1
464,H02,2025-08-31,Suministros Energéticos,5289.267470716908,1
465,H02,2025-09-30,Marketing,4581.359334766188,1
466,H02,2025-09-30,Admin,4679.374063724502,1
467,H02,2025-09-30,Mantenimiento,4870.4221251641375,1
468,H02,2025-09-30,Suministros Energéticos,4691.713008487457,1
469,H02,2025-10-31,Marketing,5232.917235441078,1
470,H02,2025-10-31,Admin,5493.8637584778335,1
471,H02,2025-10-31,Mantenimiento,4862.337808531548,1
472,H02,2025-10-31,Suministros Energéticos,5481.991017187142,1
473,H02,2025-11-30,Marketing,5386.895448105045,1
474,H02,2025-11-30,Admin,4575.953946794455,1
475,H02,2025-11-30,Mantenimiento,4818.8685869465035,1
476,H02,2025-11-30,Suministros Energéticos,4545.677416465139,1
477,H02,2025-12-31,Marketing,4626.151448760212,1
478,H02,2025-12-31,Admin,5271.830698994847,1
