id_reserva,id_hotel,id_canal,id_tipo_hab,fecha_checkin,pax_adultos,pax_ninos,pax_total,ingreso_alojamiento_neto,noches,estado_reserva
100108,H01,2,3,2021-01-13,2,0,2,345.28945144740925,1,Confirmada
100109,H01,3,1,2021-01-13,1,0,1,272.76198816850314,3,Confirmada
100110,H01,2,1,2021-01-13,1,0,1,522.4870505714067,5,Confirmada
100111,H01,2,1,2021-01-13,2,0,2,399.39161003844157,4,Confirmada
100112,H01,2,1,2021-01-13,1,0,1,417.3862229632696,4,Confirmada
100113,H01,3,1,2021-01-13,1,1,2,287.0875193440029,3,Confirmada
100114,H01,4,3,2021-01-13,1,1,2,356.0204167124234,1,Confirmada
100115,H01,1,3,2021-01-13,2,1,3,728.9795749082585,2,Confirmada
100116,H01,1,3,2021-01-13,1,0,1,1690.908013977712,5,Confirmada
100117,H01,3,2,2021-01-14,2,1,3,909.2885158771369,5,Confirmada
100118,H01,3,2,2021-01-14,2,0,2,715.9166059826482,4,Confirmada
100119,H01,3,1,2021-01-14,2,1,3,214.36072617483077,2,Confirmada
100120,H01,1,1,2021-01-14,2,1,3,549.6561419513857,5,Confirmada
100121,H01,4,3,2021-01-14,1,1,2,1111.3653397990029,3,Confirmada
100122,H01,2,3,2021-01-14,2,1,3,315.5465880126267,1,Confirmada
100123,H01,1,3,2021-01-14,2,0,2,326.4197913359518,1,Confirmada
100124,H01,4,2,2021-01-14,1,0,1,372.9390213080948,2,Confirmada
100125,H01,1,3,2021-01-14,2,1,3,1015.7404702569784,3,Confirmada
100126,H01,3,3,2021-01-15,1,1,2,1897.2823054527344,5,Confirmada
100127,H01,1,2,2021-01-15,1,0,1,557.1479892766721,3,Confirmada
100128,H01,4,3,2021-01-15,2,0,2,634.1044652290301,2,Confirmada
100129,H01,2,3,2021-01-15,2,1,3,1027.7908174453326,3,Confirmada
100130,H01,2,1,2021-01-15,1,0,1,420.41892249599624,4,Confirmada
100131,H01,2,3,2021-01-15,1,1,2,381.73255123264494,1,Confirmada
100132,H01,1,2,2021-01-15,1,1,2,507.446961648417,3,Confirmada
100133,H01,1,1,2021-01-15,1,0,1,281.20610497620055,3,Confirmada
100134,H01,2,3,2021-01-15,1,0,1,1059.5032237150137,3,Confirmada
100135,H01,2,1,2021-01-15,1,0,1,505.52382299059985,5,Confirmada
100136,H01,1,3,2021-01-16,1,1,2,1647.8163289931942,5,Confirmada
100137,H01,3,2,2021-01-16,1,0,1,343.6436437138295,2,Confirmada
100138,H01,2,1,2021-01-16,1,1,2,300.4666371641739,3,Confirmada
100139,H01,1,3,2021-01-16,2,0,2,1414.6505432235397,4,Confirmada
100140,H01,1,3,2021-01-16,2,0,2,748.8962077099505,2,Confirmada
100141,H01,1,1,2021-01-16,2,0,2,492.55316448008836,5,Confirmada
100142,H01,4,1,2021-01-16,1,1,2,376.21375250458436,4,Confirmada
100143,H01,4,1,2021-01-17,1,0,1,108.92465800889055,1,Confirmada
100144,H01,2,3,2021-01-17,2,0,2,1386.167196149008,4,Confirmada
100145,H01,3,2,2021-01-17,1,0,1,196.230277232248,1,Confirmada
100146,H01,1,1,2021-01-17,2,1,3,512.2761192340188,5,Confirmada
100147,H01,2,1,2021-01-17,2,1,3,324.81648143286867,3,Confirmada
100148,H01,4,1,2021-01-17,1,1,2,510.84079219394795,5,Confirmada
100149,H01,3,1,2021-01-17,1,0,1,98.20611227119831,1,Confirmada
100150,H01,4,1,2021-01-17,2,1,3,288.5584599291179,3,Confirmada
100151,H01,2,1,2021-01-17,2,1,3,296.7415733175563,3,Confirmada
100152,H01,3,2,2021-01-18,2,0,2,570.2229987500863,3,Confirmada
100153,H01,1,2,2021-01-18,1,1,2,702.4031029730944,4,Confirmada
100154,H01,1,1,2021-01-18,1,1,2,418.5553644062209,4,Confirmada
100155,H01,2,2,2021-01-18,1,1,2,839.5697818624064,5,Confirmada
100156,H01,1,2,2021-01-18,1,1,2,984.6999515655898,5,Confirmada
100157,H01,2,2,2021-01-18,1,0,1,939.8645168168678,5,Confirmada
100158,H01,1,1,2021-01-18,1,0,1,90.3920684179044,1,Confirmada
100159,H01,4,3,2021-01-18,1,1,2,1648.271840588748,5,Confirmada
100160,H01,2,1,2021-01-19,1,0,1,368.3764125489937,4,Confirmada
100161,H01,3,1,2021-01-19,1,0,1,452.06618515934315,5,Confirmada
100162,H01,1,2,2021-01-19,1,1,2,493.26069264164755,3,Confirmada
100163,H01,1,3,2021-01-19,2,1,3,737.2212381714331,2,Confirmada
100164,H01,2,2,2021-01-19,1,1,2,928.5042765933532,5,Confirmada
100165,H01,3,1,2021-01-19,1,0,1,310.2920117432777,3,Confirmada
100166,H01,3,1,2021-01-19,1,1,2,367.01573673298475,4,Confirmada
100167,H01,3,2,2021-01-20,2,1,3,178.5979198989788,1,Confirmada
100168,H01,4,2,2021-01-20,1,1,2,573.6815949697274,3,Confirmada
100169,H01,3,1,2021-01-20,1,0,1,198.72138771690908,2,Confirmada
100170,H01,4,3,2021-01-20,1,1,2,1108.7498216086155,3,Confirmada
100171,H01,1,1,2021-01-20,1,0,1,422.3278351834536,4,Confirmada
100172,H01,1,1,2021-01-20,1,1,2,496.8183896028767,5,Confirmada
100173,H01,4,3,2021-01-20,1,1,2,377.2266578983448,1,Confirmada
100174,H01,1,2,2021-01-20,2,0,2,833.0541316172782,5,Confirmada
100175,H01,2,3,2021-01-20,1,0,1,380.9186382051162,1,Confirmada
100176,H01,4,3,2021-01-20,2,0,2,762.4674797527991,2,Confirmada
100177,H01,4,2,2021-01-21,2,0,2,662.3239895884083,4,Confirmada
100178,H01,2,1,2021-01-21,1,0,1,201.4630807113374,2,Confirmada
100179,H01,1,1,2021-01-21,1,1,2,273.80938168888235,3,Confirmada
100180,H01,1,1,2021-01-21,2,0,2,329.0303405124465,3,Confirmada
100181,H01,4,1,2021-01-21,1,1,2,91.70334333421113,1,Confirmada
100182,H01,3,3,2021-01-21,1,0,1,1467.1425979442006,4,Confirmada
100183,H01,4,1,2021-01-21,2,0,2,385.9142465252616,4,Confirmada
100184,H01,4,1,2021-01-21,2,0,2,472.5362425320324,5,Confirmada
100185,H01,3,2,2021-01-21,1,1,2,590.7232526222921,3,Confirmada
100186,H01,4,2,2021-01-21,2,1,3,194.59263248377334,1,Confirmada
100187,H01,2,3,2021-01-22,1,1,2,1389.3767445304966,4,Confirmada
100188,H01,2,3,2021-01-22,1,1,2,1404.7175677662194,4,Confirmada
100189,H01,2,3,2021-01-22,1,1,2,1794.6623524662223,5,Confirmada
100190,H01,3,2,2021-01-22,1,0,1,714.5252388959631,4,Confirmada
100191,H01,3,1,2021-01-22,1,0,1,419.4074547713784,4,Confirmada
100192,H01,2,2,2021-01-22,2,0,2,903.4191821577896,5,Confirmada
100193,H01,2,1,2021-01-22,1,1,2,438.90637236410726,4,Confirmada
100194,H01,3,2,2021-01-22,1,1,2,968.7532370097364,5,Confirmada
100195,H01,2,1,2021-01-23,1,0,1,189.77263567874732,2,Confirmada
100196,H01,4,3,2021-01-23,1,0,1,1020.7022115519845,3,Confirmada
100197,H01,4,3,2021-01-23,2,0,2,1268.6746669178015,4,Confirmada
100198,H01,2,2,2021-01-23,1,0,1,374.4277295863171,2,Confirmada
100199,H01,1,3,2021-01-23,2,0,2,1021.833057661285,3,Confirmada
100200,H01,2,3,2021-01-23,2,1,3,719.9772183167271,2,Confirmada
100201,H01,2,1,2021-01-23,2,0,2,527.4222191156014,5,Confirmada
100202,H01,1,1,2021-01-23,1,1,2,204.96113748691255,2,Confirmada
100203,H01,3,1,2021-01-23,1,0,1,192.15445855954889,2,Confirmada
100204,H01,1,1,2021-01-24,1,1,2,199.5233390878858,2,Confirmada
100205,H01,1,2,2021-01-24,1,1,2,169.43071923690823,1,Confirmada
100206,H01,2,3,2021-01-24,2,0,2,1373.2857132528472,4,Confirmada
100207,H01,2,3,2021-01-24,1,1,2,766.5269375500137,2,Confirmada
100208,H01,4,2,2021-01-24,2,0,2,572.1639468357305,3,Confirmada
100209,H01,2,3,2021-01-24,1,0,1,1097.1149563142656,3,Confirmada
100210,H01,2,1,2021-01-24,2,1,3,526.7153102143225,5,Confirmada
100211,H01,1,1,2021-01-24,1,1,2,483.59555407282926,5,Confirmada
100212,H01,1,2,2021-01-24,2,0,2,938.3907100288026,5,Confirmada
100213,H01,2,1,2021-01-25,2,0,2,451.02041872852453,5,Confirmada
100214,H01,2,1,2021-01-25,1,1,2,107.23933512314217,1,Confirmada
100215,H01,1,3,2021-01-25,1,1,2,1751.1914380955614,5,Confirmada
100216,H01,4,1,2021-01-25,1,1,2,273.03665044543044,3,Confirmada
100217,H01,2,1,2021-01-25,1,0,1,185.0702478250166,2,Confirmada
100218,H01,2,1,2021-01-25,1,1,2,317.26252385318514,3,Confirmada
100219,H01,2,2,2021-01-25,2,1,3,975.0181504800394,5,Confirmada
100220,H01,2,1,2021-01-25,1,0,1,459.9723600066069,5,Confirmada
100221,H01,1,1,2021-01-26,2,0,2,91.77614958806085,1,Confirmada
100222,H01,1,1,2021-01-26,2,1,3,295.33883267136196,3,Confirmada
100223,H01,1,2,2021-01-26,2,0,2,709.1546628200048,4,Confirmada
100224,H01,3,1,2021-01-26,2,0,2,487.0663067913221,5,Confirmada
100225,H01,3,2,2021-01-26,1,1,2,186.08834460840342,1,Confirmada
100226,H01,4,1,2021-01-26,1,0,1,485.8624105505194,5,Confirmada
100227,H01,2,1,2021-01-26,1,0,1,284.58344643628254,3,Confirmada
100228,H01,2,3,2021-01-26,1,1,2,1269.3481311367586,4,Confirmada
100229,H01,3,2,2021-01-26,2,1,3,529.4972763169944,3,Confirmada
100230,H01,1,1,2021-01-26,2,0,2,294.51137374583175,3,Confirmada
100231,H01,4,3,2021-01-27,2,1,3,638.9821006720188,2,Confirmada
100232,H01,1,3,2021-01-27,1,1,2,1393.5510095068646,4,Confirmada
100233,H01,2,1,2021-01-27,1,1,2,515.4948112098144,5,Confirmada
100234,H01,4,3,2021-01-27,2,0,2,1036.5493215913757,3,Confirmada
100235,H01,4,3,2021-01-27,1,0,1,1833.819254967465,5,Confirmada
100236,H01,3,2,2021-01-27,1,1,2,389.43222791120445,2,Confirmada
100237,H01,2,1,2021-01-27,2,1,3,300.0323806279275,3,Confirmada
100238,H01,4,1,2021-01-28,2,1,3,214.03723309732965,2,Confirmada
100239,H01,2,3,2021-01-28,1,1,2,1394.837070977657,4,Confirmada
100240,H01,1,1,2021-01-28,2,1,3,200.9181782074047,2,Confirmada
100241,H01,4,1,2021-01-28,2,1,3,90.45330642138019,1,Confirmada
100242,H01,4,2,2021-01-28,1,1,2,770.0172949106452,4,Confirmada
100243,H01,2,1,2021-01-28,1,0,1,370.8289969408206,4,Confirmada
100244,H01,1,3,2021-01-28,1,1,2,1617.4955178591838,5,Confirmada
100245,H01,1,2,2021-01-28,2,0,2,666.6603451214378,4,Confirmada
100246,H01,1,2,2021-01-28,2,0,2,729.476443322809,4,Confirmada
100247,H01,1,1,2021-01-29,1,1,2,544.6316945613657,5,Confirmada
100248,H01,4,2,2021-01-29,2,1,3,591.9060097354222,3,Confirmada
100249,H01,2,3,2021-01-29,2,1,3,964.7231700052957,3,Confirmada
100250,H01,4,1,2021-01-29,1,0,1,312.1496497597494,3,Confirmada
100251,H01,2,1,2021-01-29,2,1,3,329.46856642458823,3,Confirmada
100252,H01,4,1,2021-01-29,1,0,1,362.93825511247326,4,Confirmada
100253,H01,2,1,2021-01-29,2,0,2,387.34922975493555,4,Confirmada
100254,H01,2,2,2021-01-29,1,0,1,524.8700561693167,3,Confirmada
100255,H01,1,1,2021-01-29,1,0,1,213.56274301670734,2,Confirmada
100256,H01,1,3,2021-01-29,2,0,2,1755.8691175004199,5,Confirmada
100257,H01,4,3,2021-01-30,2,1,3,380.694661083154,1,Confirmada
100258,H01,4,1,2021-01-30,1,0,1,106.71666521819681,1,Confirmada
100259,H01,3,2,2021-01-30,1,1,2,570.6822276626237,3,Confirmada
100260,H01,1,3,2021-01-30,2,0,2,1054.6710828290459,3,Confirmada
100261,H01,2,3,2021-01-30,2,0,2,735.419926560707,2,Confirmada
100262,H01,1,3,2021-01-30,1,1,2,1772.3675272821004,5,Confirmada
100263,H01,2,2,2021-01-30,2,0,2,762.7717070413066,4,Confirmada
100264,H01,2,1,2021-01-30,1,1,2,531.155293067782,5,Confirmada
100265,H01,2,3,2021-01-30,2,1,3,736.5382719145654,2,Confirmada
100266,H01,1,3,2021-01-31,2,1,3,762.9058889963644,2,Confirmada
100267,H01,1,3,2021-01-31,2,0,2,991.3451168962017,3,Confirmada
100268,H01,1,2,2021-01-31,1,0,1,954.1596186862523,5,Confirmada
100269,H01,2,2,2021-01-31,2,0,2,529.5321586116247,3,Confirmada
100270,H01,1,3,2021-01-31,2,1,3,367.6194172125521,1,Confirmada
100271,H01,3,2,2021-01-31,1,0,1,884.9762111017106,5,Confirmada
100272,H01,4,2,2021-01-31,2,0,2,778.1228726943032,4,Confirmada
100273,H01,4,2,2021-01-31,1,0,1,539.7545566596314,3,Confirmada
100274,H01,4,2,2021-01-31,1,0,1,786.6583809191325,4,Confirmada
100275,H01,4,2,2021-02-01,2,1,3,548.6993267616404,3,Confirmada
100276,H01,1,1,2021-02-01,2,1,3,195.46170652696327,2,Confirmada
100277,H01,3,2,2021-02-01,1,0,1,821.4342115510756,5,Confirmada
100278,H01,1,2,2021-02-01,1,1,2,834.078828124222,5,Confirmada
100279,H01,3,2,2021-02-01,2,1,3,344.574169999177,2,Confirmada
100280,H01,2,2,2021-02-01,2,0,2,377.0625308919229,2,Confirmada
100281,H01,1,2,2021-02-01,1,1,2,831.3907300020884,5,Confirmada
100282,H01,4,2,2021-02-02,2,1,3,678.3682039057428,4,Confirmada
100283,H01,1,2,2021-02-02,2,0,2,655.4182454281606,4,Confirmada
100284,H01,2,2,2021-02-02,2,1,3,365.2392890071843,2,Confirmada
100285,H01,4,3,2021-02-02,1,0,1,729.8068106510773,2,Confirmada
100286,H01,2,1,2021-02-02,2,0,2,364.2772579300503,4,Confirmada
100287,H01,3,2,2021-02-02,2,1,3,181.3921185486756,1,Confirmada
100288,H01,3,2,2021-02-02,2,1,3,357.0623556044679,2,Confirmada
100289,H01,1,3,2021-02-03,1,0,1,364.70728662149816,1,Confirmada
100290,H01,4,1,2021-02-03,2,0,2,375.3678116161082,4,Confirmada
100291,H01,4,2,2021-02-03,1,0,1,171.0453298848166,1,Confirmada
100292,H01,3,2,2021-02-03,1,0,1,882.1607972879929,5,Confirmada
100293,H01,4,2,2021-02-03,1,0,1,837.4068234201378,5,Confirmada
100294,H01,1,3,2021-02-03,1,0,1,1297.8843002255257,4,Confirmada
100295,H01,4,3,2021-02-03,1,1,2,721.9146297864203,2,Confirmada
100296,H01,3,2,2021-02-03,1,1,2,363.5130464906317,2,Confirmada
100297,H01,2,2,2021-02-03,1,1,2,776.9009861027378,4,Confirmada
100298,H01,2,2,2021-02-04,1,1,2,196.55766913635824,1,Confirmada
100299,H01,4,3,2021-02-04,1,0,1,968.1369983739249,3,Confirmada
100300,H01,3,1,2021-02-04,2,0,2,210.20674369181313,2,Confirmada
100301,H01,3,1,2021-02-04,1,1,2,290.27976187871536,3,Confirmada
100302,H01,1,3,2021-02-04,2,1,3,750.6540866752324,2,Confirmada
100303,H01,3,1,2021-02-04,2,1,3,182.02158547218508,2,Confirmada
100304,H01,4,2,2021-02-04,2,0,2,696.0047958829723,4,Confirmada
100305,H01,2,2,2021-02-05,2,0,2,188.14473318626537,1,Confirmada
100306,H01,2,2,2021-02-05,2,1,3,839.1855382001812,5,Confirmada
100307,H01,2,1,2021-02-05,1,1,2,377.8583513488747,4,Confirmada
100308,H01,4,1,2021-02-05,2,0,2,310.45260962325887,3,Confirmada
100309,H01,4,2,2021-02-05,2,0,2,524.8951055377207,3,Confirmada
100310,H01,4,1,2021-02-05,2,0,2,537.7030860509493,5,Confirmada
100311,H01,4,1,2021-02-05,2,0,2,306.7409905202145,3,Confirmada
100312,H01,3,2,2021-02-05,1,1,2,367.2789884188207,2,Confirmada
100313,H01,1,1,2021-02-05,1,1,2,206.95594151442882,2,Confirmada
100314,H01,4,1,2021-02-05,1,1,2,427.5852842057715,4,Confirmada
100315,H01,1,1,2021-02-06,1,0,1,426.847088711434,4,Confirmada
100316,H01,3,3,2021-02-06,1,1,2,998.5924460432757,3,Confirmada
100317,H01,4,3,2021-02-06,2,1,3,1430.9463156166323,4,Confirmada
100318,H01,2,2,2021-02-06,1,1,2,362.8294749960669,2,Confirmada
100319,H01,4,3,2021-02-06,1,0,1,637.4301895039914,2,Confirmada
100320,H01,3,2,2021-02-06,1,0,1,538.5521709525992,3,Confirmada
100321,H01,2,1,2021-02-06,1,0,1,431.1677170508955,4,Confirmada
100322,H01,3,2,2021-02-06,2,1,3,365.69701333467793,2,Confirmada
100323,H01,3,3,2021-02-06,2,1,3,1916.2900774660043,5,Confirmada
100324,H01,1,1,2021-02-06,1,1,2,194.61357054442803,2,Confirmada
100325,H01,4,2,2021-02-07,1,0,1,356.63268969,2,Confirmada
100326,H01,3,2,2021-02-07,1,1,2,670.4922929376708,4,Confirmada
100327,H01,2,2,2021-02-07,2,0,2,980.3715080925496,5,Confirmada
100328,H01,4,3,2021-02-07,2,0,2,632.5353212203138,2,Confirmada
100329,H01,3,2,2021-02-07,2,1,3,866.9703851838524,5,Confirmada
100330,H01,2,3,2021-02-07,2,0,2,1522.2394389729352,4,Confirmada
100331,H01,4,1,2021-02-07,1,1,2,279.62858857902256,3,Confirmada
100332,H01,4,3,2021-02-07,2,0,2,1272.3636937512847,4,Confirmada
100333,H01,4,2,2021-02-08,1,1,2,571.9720127252647,3,Confirmada
100334,H01,1,2,2021-02-08,1,1,2,936.5592871978604,5,Confirmada
100335,H01,4,2,2021-02-08,1,1,2,888.1200029871859,5,Confirmada
100336,H01,1,3,2021-02-08,2,0,2,966.662058760979,3,Confirmada
100337,H01,4,3,2021-02-08,1,1,2,749.1137733058172,2,Confirmada
100338,H01,3,3,2021-02-08,1,0,1,1335.749756357517,4,Confirmada
100339,H01,1,2,2021-02-08,2,0,2,492.72005110091504,3,Confirmada
100340,H01,3,2,2021-02-08,1,0,1,495.2856668625045,3,Confirmada
100341,H01,4,2,2021-02-08,1,0,1,390.2538671832289,2,Confirmada
100342,H01,3,2,2021-02-08,1,0,1,945.7563358593632,5,Confirmada
100343,H01,1,3,2021-02-09,2,1,3,669.460362200092,2,Confirmada
100344,H01,3,3,2021-02-09,1,0,1,1389.7804385268118,4,Confirmada
100345,H01,3,3,2021-02-09,1,0,1,1054.6375999240781,3,Confirmada
100346,H01,4,3,2021-02-09,2,0,2,1897.0641910546678,5,Confirmada
100347,H01,2,2,2021-02-09,2,1,3,683.0649015463576,4,Confirmada
100348,H01,4,1,2021-02-09,1,1,2,492.58171465117016,5,Confirmada
100349,H01,2,2,2021-02-09,2,0,2,163.68530246043218,1,Confirmada
100350,H01,4,1,2021-02-09,1,0,1,109.2241580244572,1,Confirmada
100351,H01,4,3,2021-02-09,1,1,2,334.7975268069864,1,Confirmada
100352,H01,1,3,2021-02-09,2,1,3,1049.801926920629,3,Confirmada
100353,H01,1,1,2021-02-10,1,0,1,457.33783897437763,5,Confirmada
